編號,詞語,發音,音檔
5826,예,,
5831,예문,,
5836,예쁘다,,
5841,예순,,
5846,예약,,
5851,옛날,ye**nː**nal,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/30000/21000/313790/SND000323144.mp3
5856,오,,
5861,오늘,,
5866,오다,,
5871,오래,,
5876,오래간만,,
5881,오래간만입니다,,
5886,오랜만,,
5891,오랜만에,,
5896,오랫동안,,
5901,오렌지,,
5906,오르다,,
5911,오른쪽,,
5916,오리,,
5921,오빠,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120326/51550/SND000040253.mp3
5926,오십,,
5931,오월,,
5936,오이,,
5941,오전,,
5946,오징어,,
5951,오후,,
5956,올라가다,,
5961,올라오다,,
5966,올려놓다,,
5971,올림픽,,
5976,올해,,
5981,옮기다,,
5986,옷,,
5991,옷가게,,
5996,옷장,,
5999,-와,,
6001,와이셔츠,,
6006,왜,,
6011,왜냐하면,,
6016,외가,,
6021,외국,,
6026,외국어,,
6031,외국인,,
6036,외래어,,
6041,외롭다,,
6046,외삼촌,,
6051,외숙모,,
6056,외우다,,
6061,외출하다,,
6066,외할머니,,
6071,외할아버지,,
6076,왼쪽,,
6081,요금,,
6086,요르단,,
6091,요리,,
6096,요일,,
6101,요즈음,,
6106,요즘,,
6111,우리,,
6116,우리나라,,
6121,우산,,
6126,우선,,
6131,우유,,
6136,우체국,,
6141,우표,,
6146,운동,,
6151,운동복,,
6156,운동선수,,
6161,운동장,,
6166,운동하다,,
6171,운동화,,
6176,운전하다,,
6181,울다,,
6186,울리다,,
6191,움직이다,,
6196,웃기다,,
6201,웃다,,
6206,원,,
6211,원피스,,
6216,원하다,,
6221,월,,
6226,월급,,
6231,월드컵,,
6236,월세,,
6241,월요일,,
6246,웬일,,
6251,위,,
6256,위치,,
6261,위하다,,
6266,위험하다,,
6271,유럽,,
6276,유리,,
6281,유명하다,,
6286,유월,,
6291,유학,,
6296,유학생,,
6301,유행,,
6306,육,,
6311,육십,,
6316,으로,,
6321,은는,,
6326,은행,,
6331,은행원,,
6336,을 줄알다,,
6341,음료수,,
6346,음반,,
6351,음식,,
6356,음악,,
6361,음악가,,
6366,응,,
6371,의미,,
6376,의사,,
6381,의자,,
6387,이,,
6386,-이,,
6391,이거,,
6396,이것,,
6401,이곳,,
6406,이따가,,
6411,이런,,
6416,이렇게,,
6421,이렇다,,
6426,이름,,
6431,이리,,
6436,이메일,,
6441,이모,,
6446,이모부,,
6451,이번,,
6456,이분,,
6461,이사,,
6466,이상,,
6471,이상하다,,
6476,이십,,
6481,이야기,,
6486,이야기하다,,
6491,이용,,
6496,이용하다,,
6501,이월,,
6506,이유,,
6511,이제,,
6516,이집트,,
6521,이쪽,,
6526,이틀,,
6531,이해,,
6536,이해하다,,
6541,인,,
6546,인 것 같다,,
6551,인구,,
6556,인기,,
6561,인기스타,,
6566,인도,,
6571,인사,,
6576,인사하다,,
6581,인삼,,
6586,인상,,
6591,인천,,
6596,인터넷,,
6601,인터뷰하다,,
6606,인형,,
6611,일,,
6616,일곱,,
6621,일기,,
6626,일기예보,,
6631,일본,,
6636,일본드라마,,
6641,일본말,,
6646,일본사람,,
6651,일본어,,
6656,일본요리,,
6661,일상생활,,
6666,일식,,
6671,일어나다,,
6676,일어서다,,
6681,일요일,,
6686,일월,,
6691,일주일,,
6696,일찍,,
6701,일하다,,
6706,일흔,,
6711,읽기,,
6716,읽다,,
6721,잃다,,
6726,잃어버리다,,
6731,입,,
6736,입구,,
6741,입다,,
6746,입술,,
6751,입원하다,,
6756,입학,,
6761,있다,,
6766,잊다,,
6771,잊어버리다,,
6776,잎,,
6781,자,,
6786,자기,,
6791,자다,,
6796,자동차,,
6801,자동차회사,,
6806,자료,,
6811,자르다,,
6816,자리,,
6821,자신,,
6826,자연,,
6831,자유,,
6836,자장면,,
6841,자전거,,
6846,자주,,
6851,작년,,
6856,작다,,
6861,작은아버지,,
6866,작은어머니,,
6871,잔,,
6876,잔돈,,
6881,잔치,,
6886,잘,,
6891,잘못,,
6896,잘생기다,,
6901,잘하다,,
6906,잠,,
6911,잠깐,,
6916,잠시,,
6921,잠자다,,
6926,잡다,,
6931,잡수시다,,
6936,잡지,,
6941,장,,
6946,장갑,,
6951,장마,,
6956,장마철,,
6961,장미,,
6966,장소,,
6971,장점,,
6976,재료,,
6981,재미,,
6986,재미없다,,
6991,재미있다,,
6996,재킷,,
7001,저,,
7006,저거,,
7011,저것,,
7016,저고리,,
7021,저곳,,
7026,저기,,
7031,저기서,,
7036,저녁,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120422/67415/SND000056118.mp3
7041,저녁식사,,
7046,저렇게,,
7051,저리,,
7056,저분,,
7061,저쪽,,
7066,저희,,
7071,적,,
7076,적다,,
7081,전,,
7086,전공,,
7091,전기자동차,,
7096,전부,,
7101,전자사전,,
7106,전철,,
7111,전하다,,
7116,전혀,,
7121,전화,,
7126,전화기,,
7131,전화번호,,
7136,전화하다,,
7141,절,,
7146,절대,,
7151,젊다,,
7156,점,,
7161,점수,,
7166,점심,jeom**ː**sim,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/20000/12000/326886/SND000336240.mp3
7171,점심시간,,
7176,점심식사,,
7181,점원,,
7186,점퍼,,
7191,젓가락,,
7196,정거장,,
7201,정도,,
7206,정류낭,,
7211,정류장,,
7216,정리하다,,
7221,정말,,
7226,정문,,
7231,정보,,
7236,정하다,,
7241,제,,
7246,제가,,
7251,제목,,
7256,제일,je**ː**il,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120421/66819/SND000055522.mp3
7261,제주다,,
7266,제주도,,
7271,조금,,
7276,조사하다,,
7281,조선,,
7286,조선말,,
7291,조선어,,
7296,조심하다,,
7301,조용하다,,
7306,조용히,,
7311,조카,,
7316,졸업,,
7321,졸업하다,,
7326,좀,,
7331,좀더,,
7336,좁다,,
7341,종로,,
7346,종류,,
7351,종업원,,
7356,종이,,
7361,종일,,
7366,좋다,,
7371,좋아하다,,
7376,죄송하다,,
7381,주,,
7386,주다,,
7391,주로,,
7396,주말,,
7401,주머니,,
7406,주무시다,,
7411,주문하다,,
7416,주변,,
7421,주부,,
7426,주사,,
7431,주소,,
7436,주스,,
7441,주위,,
7446,주인,,
7451,주일,,
7456,주차장,,
7461,주차하다,,
7466,주황색,,
7471,죽,,
7476,죽다,,
7481,준비,,
7486,준비하다,,
7491,줄,,
7496,줄다,,
7501,중,,
7506,중국,,
7511,중국어,,
7516,중국집,,
7521,중식,,
7526,중심,,
7531,중요,,
7536,중요하다,,
7541,중학교,,
7546,중학생,,
7551,즐거워하다,,
7556,즐겁다,,
7561,즐기다,,
7566,증세,,
7571,지각,,
7576,지각하다,,
7581,지갑,,
7586,지구,,
7591,지금,,
7596,지나다,,
7601,지난,,
7606,지난달,,
7611,지난번,,
7616,지난주,,
7621,지내다,,
7626,지다,,
7631,지도,,
7636,지만,,
7641,지방,,
7646,지우개,,
7651,지키다,,
7656,지하,,
7661,지하도,,
7666,지하철,,
7671,지하철역,,
7676,직업,,
7681,직원,,
7686,직장,,
7691,직접,,
7696,진달래,,
7698,진짜,,
7701,질,,
7706,질문,,
7711,질문하다,,
7716,짐,,
7721,집,,
7726,짓다,,
7731,짜다,,
7736,짜리,,
7741,짧다,,
7746,쪽,,
7751,쯤,,
7756,찌개,,
7761,찌르다,,
7766,찍다,,
7771,차,,
7776,차갑다,,
7781,차다,,
7786,차리다,,
7791,착하다,,
7796,참,,
7801,찻값,,
7806,창문,,
7811,찾다,,
7816,찾아가다,,
7821,찾아오다,,
7826,채소,,
7831,책,,
7836,책방,,
7841,책상,,
7846,책임,,
7851,책장,,
7856,처음,,
7861,처음 뵙겠습니다,,
7866,천,,
7871,천천히,,
7876,철,,
7881,첫,,
7886,첫째,,
7891,청바지,,
7896,청소기,,
7901,청소하다,,
7906,체조,,
7911,초,,
7916,초대하다,,
7921,초등학교,,
7926,초등학생,,
7931,초록색,,
7936,초콜릿,,
7941,촬영하다,,
7946,최고,,
7951,추다,,
7956,추석,,
7961,추억,,
7966,추워요,,
7971,축구,,
7976,축제,,
7981,축하,,
7986,축하하다,,
7991,축하합니다,,
7996,출구,,
8001,출근하다,,
8006,출발,,
8011,출발하다,,
8016,출장,,
8021,춤,,
8026,춤추다,,
8031,춥다,,
8036,취미,,
8041,취소하다,,
8046,취직하다,,
8051,층,,
8056,치과,,
8061,치다,,
8066,치료하다,,
8071,치마,,
8076,치약,,
8081,친구,,
8086,친절하다,,
8091,친척,,
8096,친하다,,
8101,칠,,
8106,칠십,,
8111,칠월,,
8116,칠판,,
8121,침대,,
8126,칫솔,,
8131,카드,,
8136,카레,,
8141,카메라,,
8146,카페,,
8151,칼,,
8156,캐나다,,
8161,커피,,
8166,커피숍,,
8171,컴퓨터,,
8176,컵,,
8181,케이크,,
8186,켜다,,
8191,코,,
8196,코트,,
8201,코피,,
8206,콜라,,
8211,콧노래,,
8216,콧물,,
8221,콩,,
8226,크기,,
8231,크다,,
8236,크리스마스,,
8241,큰아버지,,
8246,큰어머니,,
8251,키,,
8256,킬로그램,,
8261,킬로미터,,
8266,타다,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20120619/102587/SND000091290.mp3
8271,타드,,
8276,타월,,
8281,타자기,,
8286,탁구,,
8291,태국,,
8296,태권도,,
8301,태어나다,,
8306,태풍,,
8311,택시,,
8316,탤런트,,
8321,터미널,,
8326,테니스,,
8331,테이블,,
8336,테이프,,
8341,텔레비전,,
8343,토끼,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/40000/38000/341515/SND000350869.mp3
8346,토마토,,
8351,토요일,,
8356,톨라,,
8361,통,,
8366,통장,,
8371,통하다,,
8376,퇴근하다,,
8381,투수,,
8386,투우사,,
8391,특별히,,
8396,특징,,
8401,특히,,
8406,틀다,,
8411,틀리다,,
8416,티셔츠,,
8421,팀,,
8426,파,,
8431,파도,,
8436,파란색,,
8441,파랗다,,
8446,파리,,
8451,파티,,
8456,팔,,
8461,팔다,,
8466,팔리다,,
8471,팔십,,
8476,팔월,,
8481,패션,,
8486,퍼센트,,
8491,페이지,,
8496,펜,,
8501,펴다,,
8506,편,,
8511,편지,,
8516,편하다,,
8521,평양,,
8526,평일,,
8531,폐,,
8536,포도,,
8541,포장,,
8546,표,,
8551,표현,,
8556,푹,,
8561,풀,,
8566,풀다,,
8571,프랑스,,
8576,프로그램,,
8581,프린트,,
8586,피,,
8591,피곤하다,,
8596,피다,,
8601,피아노,,
8606,피우다,,
8611,피자,,
8616,필름,,
8621,필요,,
8626,필요하다,,
8631,필통,,
8636,하고,,
8641,하나,,
8646,하늘,,
8651,하늘색,,
8656,하다,,
8661,하루,,
8666,하숙,,
8671,하숙집,,
8676,하얀색,,
8681,하얗다,,
8686,하지만,,
8691,학,,
8696,학교,,
8701,학기,,
8706,학년,,
8711,학생,,
8716,학생증,,
8721,학원,,
8726,한,,
8731,한강,,
8736,한국,,
8741,한국드라마,,
8746,한국말,,
8751,한국사람,,
8756,한국어,,
8761,한국요리,,
8766,한글,,
8771,한번,,
8776,한복,,
8781,한식,,
8786,한자,,
8791,한테,,
8796,한테서,,
8801,할머니,,
8806,할아버지,,
8811,할인,,
8816,함께,,
8821,합격,,
8826,항상,,
8831,해,,
8836,해외,,
8841,해외여행,,
8846,핸드폰,,
8851,햄버거,,
8856,햇빛,,
8861,행복,,
8866,행복하다,,
8871,행사,,
8876,허리,,
8881,현금,,
8886,현재,,
8891,형,,https://krdicmedia.korean.go.kr/multimedia/multimedia_files/convert/20160913/10000/03000/341962/SND000351316.mp3
8896,형님,,
8901,형제,,
8906,호,,
8911,호랑이,,
8916,호선,,
8921,호수,,
8926,호주,,
8931,호텔,,
8936,혼자,,
8941,홈페이지,,
8946,홍차,,
8951,화,,
8956,화가,,
8961,화구,,
8966,화나다,,
8971,화내다,,
8976,화요일,,
8981,화장실,,
8986,화장품,,
8991,화장하다,,
8996,확인하다,,
9001,환영하다,,
9006,환자,,
9011,회관,,
9016,회사,,
9021,회사원,,
9026,회색,,
9031,회의,,
9036,횡단보도,,
9041,후,,
9046,후배,,
9051,휴가,,
9056,휴대전화,,
9061,휴일,,
9066,휴지,,
9071,휴지통,,
9076,흐리다,,
9081,흰색,,
9086,히읗,,
9091,힘,,
